ChatID,MessageID,MemeID,Date
354637850,277,photo_2021-07-11_20-10-00.jpg,1638035244
354637850,279,photo_2021-09-24_00-22-41.jpg,1638035272
354637850,281,photo_2021-11-12_20-49-13.jpg,1638035302
354637850,283,photo_2021-09-24_00-22-41.jpg,1638035304
354637850,285,photo_2021-09-24_19-16-35.jpg,1638035306
354637850,287,photo_2021-09-24_00-22-41.jpg,1638035307
354637850,289,photo_2021-11-12_20-49-13.jpg,1638035309
354637850,291,photo_2021-07-11_20-10-00.jpg,1638035317
354637850,293,photo_2021-11-12_20-58-05.jpg,1638035319
354637850,295,photo_2021-07-10_00-53-41.jpg,1638035321
354637850,297,photo_2021-09-23_22-34-31.jpg,1638035324
354637850,299,photo_2021-09-24_00-22-41.jpg,1638035326
354637850,301,photo_2021-08-30_00-35-43.jpg,1638035328
354637850,303,photo_2021-09-24_19-16-35.jpg,1638035330
354637850,305,photo_2021-08-30_00-35-43.jpg,1638035332
354637850,307,photo_2021-09-24_19-16-35.jpg,1638035334
354637850,309,photo_2021-09-23_22-41-15.jpg,1638035335
354637850,311,photo_2021-11-12_20-58-05.jpg,1638035344
354637850,313,photo_2021-07-11_20-10-00.jpg,1638035346
354637850,315,photo_2021-09-23_22-41-15.jpg,1638035347
354637850,317,photo_2021-09-23_22-34-31.jpg,1638035349
354637850,319,photo_2021-11-12_20-49-13.jpg,1638035350
354637850,321,photo_2021-09-24_00-22-41.jpg,1638035352
354637850,323,photo_2021-11-12_20-58-05.jpg,1638035354
354637850,325,photo_2021-07-10_00-53-41.jpg,1638035356
354637850,327,photo_2021-08-30_00-35-43.jpg,1638035357
354637850,329,photo_2021-09-24_19-16-35.jpg,1638035359
354637850,331,photo_2021-07-10_00-53-41.jpg,1638035657
354637850,333,photo_2021-11-12_20-58-05.jpg,1638036447
354637850,335,IMG_0620.JPG,1638037284
354637850,337,photo_2021-09-24_00-22-41.jpg,1638037285
354637850,339,photo_2021-09-24_00-22-41.jpg,1638037288
354637850,341,C584pn449tE.jpg,1638037292
354637850,343,IMG_0753.JPG,1638037293
354637850,345,my_code.png,1638037300
354637850,347,photo_2021-07-11_20-10-00.jpg,1638037303
354637850,349,C584pn449tE.jpg,1638037308
354637850,351,photo_2021-09-24_19-16-35.jpg,1638037311
354637850,353,IMG_0753.JPG,1638037313
354637850,355,IMG_1059.JPG,1638037316
354637850,357,IMG_2488.JPG,1638037319
354637850,359,IMG_1823.JPG,1638037322
354637850,361,photo_2021-11-12_20-58-05.jpg,1638037325
354637850,363,IMG_1059.JPG,1638037327
354637850,365,IMG_2376.JPG,1638037329
354637850,367,IMG_2488.JPG,1638037334
354637850,369,IMG_0530.JPG,1638037337
354637850,371,photo_2021-07-11_20-10-00.jpg,1638037341
354637850,373,DRPM6309.jpg,1638037344
354637850,375,IMG_2250.JPG,1638037346
354637850,377,IMG_2659.JPG,1638037354
354637850,380,photo_2021-09-24_00-22-41.jpg,1638038533
354637850,382,photo_2021-07-11_20-10-00.jpg,1638038535
354637850,384,IMG_1951.JPG,1638038543
354637850,386,IMG_1823.JPG,1638038547
354637850,388,my_code.png,1638038550
354637850,390,IMG_2659.JPG,1638038554
354637850,392,3.jpg,1638038557
354637850,394,IMG_2376.JPG,1638038562
354637850,396,4.jpg,1638038566
354637850,399,photo_2021-09-24_00-22-41.jpg,1638038740
354637850,401,OyX3kVAEawI.jpg,1638038815
354637850,404,IMG_0367.JPG,1638038818
354637850,406,IMG_0248.JPG,1638038855
354637850,409,5.jpg,1638038858
354637850,411,photo_2021-07-10_00-53-41.jpg,1638038861
354637850,414,4.jpg,1638038863
130042164,417,3.jpg,1638038977
130042164,419,ZZc9kVo2c1E.jpg,1638038986
11436017,422,IMG_0367.JPG,1638038993
130042164,424,photo_2021-07-10_00-53-41.jpg,1638038998
130042164,426,IMG_1951.JPG,1638039002
130042164,428,IMG_2659.JPG,1638039010
11436017,430,photo_2021-07-10_00-53-41.jpg,1638039013
130042164,432,photo_2021-08-30_00-35-43.jpg,1638039018
11436017,434,photo_2021-07-11_20-10-00.jpg,1638039019
130042164,436,7.jpg,1638039024
354637850,438,IMG_2246.JPG,1638039028
11436017,440,IMG_1893.JPG,1638039030
130042164,442,IMG_2488.JPG,1638039030
130042164,444,ZZc9kVo2c1E.jpg,1638039040
354637850,446,photo_2021-08-30_00-35-43.jpg,1638039043
11436017,448,IMG_1951.JPG,1638039046
354637850,450,photo_2021-09-23_22-41-15.jpg,1638039047
130042164,454,6PphEMmgfh8.jpg,1638039051
354637850,455,5.jpg,1638039051
130042164,458,IMG_1893.JPG,1638039056
11436017,460,IMG_0530.JPG,1638039067
11436017,462,IMG_0367.JPG,1638039094
11436017,464,photo_2021-09-23_22-34-31.jpg,1638039099
11436017,466,photo_2021-07-11_20-10-00.jpg,1638039102
11436017,468,photo_2021-11-12_20-49-13.jpg,1638039104
11436017,471,C584pn449tE.jpg,1638039115
481807223,474,4.jpg,1638039127
481807223,476,IMG_1951.JPG,1638039133
481807223,478,IMG_2376.JPG,1638039142
481807223,480,4IYz3ZdvhsY.jpg,1638039146
278836725,483,IMG_2485.JPG,1638039149
481807223,485,7.jpg,1638039151
481807223,487,photo_2021-07-11_20-10-00.jpg,1638039156
481807223,489,IMG_1823.JPG,1638039158
481807223,491,IMG_2245.JPG,1638039161
278836725,493,IMG_2245.JPG,1638039163
481807223,496,photo_2021-08-30_00-35-43.jpg,1638039168
481807223,501,IMG_2066.JPG,1638185086
481807223,504,IMG_2456.JPG,1638185092
481807223,506,DRPM6309.jpg,1638185097
481807223,508,IMG_2246.JPG,1638185111
481807223,510,IMG_1059.JPG,1638185113
481807223,512,photo_2021-07-11_20-10-00.jpg,1638185115
481807223,514,IMG_1893.JPG,1638185117
481807223,516,IMG_2376.JPG,1638185118
481807223,518,IMG_2365.JPG,1638185120
481807223,520,photo_2021-09-24_00-22-41.jpg,1638185121
481807223,522,photo_2021-07-10_00-53-41.jpg,1638185123
481807223,525,photo_2021-09-23_22-34-31.jpg,1638185124
481807223,527,IMG_2365.JPG,1638185124
481807223,529,photo_2021-11-12_20-49-13.jpg,1638185125
481807223,531,IMG_2246.JPG,1638185126
481807223,533,IMG_1893.JPG,1638185130
481807223,536,4.jpg,1638186580
481807223,538,C584pn449tE.jpg,1638186587
481807223,540,4IYz3ZdvhsY.jpg,1638186588
481807223,542,IMG_2066.JPG,1638186592
481807223,544,IMG_2245.JPG,1638186610
481807223,547,photo_2021-09-23_22-41-15.jpg,1638186614
481807223,549,6PphEMmgfh8.jpg,1638186630
481807223,551,IMG_2488.JPG,1638186632
481807223,556,IMG_1893.JPG,1638188527
481807223,559,IMG_2250.JPG,1638190273
481807223,561,IMG_0367.JPG,1638190291
481807223,563,photo_2021-08-30_00-35-43.jpg,1638190310
481807223,565,photo_2021-09-24_19-16-35.jpg,1638190322
481807223,567,photo_2021-09-23_22-34-31.jpg,1638190526
481807223,570,photo_2021-11-12_20-58-05.jpg,1638190531
481807223,573,photo_2021-09-24_00-22-41.jpg,1638190564
481807223,575,photo_2021-09-23_22-34-31.jpg,1638190579
481807223,577,IMG_2376.JPG,1638190581
481807223,579,IMG_2488.JPG,1638190582
481807223,581,IMG_2488.JPG,1638190584
481807223,583,3.jpg,1638190585
481807223,585,Screenshot from 2021-11-27 21-11-41.png,1638190587
481807223,587,IMG_0530.JPG,1638190589
481807223,589,photo_2021-09-24_19-16-35.jpg,1638190617
481807223,591,IMG_0753.JPG,1638190619
481807223,594,IMG_0367.JPG,1638190624
481807223,596,IMG_2365.JPG,1638190625
481807223,598,IMG_1893.JPG,1638190636
481807223,600,IMG_0367.JPG,1638190639
481807223,602,IMG_0367.JPG,1638190642
481807223,604,IMG_2066.JPG,1638190670
481807223,606,photo_2021-07-11_20-10-00.jpg,1638190688
481807223,608,photo_2021-09-23_22-34-31.jpg,1638190690
481807223,610,IMG_2659.JPG,1638190691
481807223,612,IMG_2246.JPG,1638190735
481807223,615,photo_2021-09-23_22-41-15.jpg,1638190765
481807223,617,IMG_2246.JPG,1638190767
481807223,619,IMG_2485.JPG,1638190768
481807223,621,IMG_2246.JPG,1638190770
481807223,623,DRPM6309.jpg,1638190778
481807223,625,Screenshot from 2021-11-27 21-11-41.png,1638190782
481807223,627,IMG_2245.JPG,1638190812
481807223,629,photo_2021-11-12_20-49-13.jpg,1638190815
481807223,631,IMG_2376.JPG,1638190837
481807223,633,C584pn449tE.jpg,1638190841
354637850,636,4IYz3ZdvhsY.jpg,1638190913
481807223,639,IMG_2485.JPG,1638190917
481807223,641,photo_2021-08-30_00-35-43.jpg,1638190923
481807223,643,IMG_2066.JPG,1638190925
481807223,645,DRPM6309.jpg,1638190925
481807223,647,IMG_2456.JPG,1638190926
481807223,649,photo_2021-07-11_20-10-00.jpg,1638190927
481807223,651,photo_2021-08-30_00-35-43.jpg,1638190930
354637850,653,IMG_2659.JPG,1638190930
481807223,655,IMG_2245.JPG,1638190931
481807223,657,C584pn449tE.jpg,1638190931
481807223,659,3.jpg,1638190933
481807223,662,IMG_2365.JPG,1638190941
481807223,664,IMG_0367.JPG,1638190944
481807223,666,OyX3kVAEawI.jpg,1638191029
481807223,668,4.jpg,1638191042
481807223,670,photo_2021-07-11_20-10-00.jpg,1638191046
481807223,672,IMG_0530.JPG,1638191047
274167394,675,DRPM6309.jpg,1638191553
481807223,678,6PphEMmgfh8.jpg,1638191559
274167394,680,ZZc9kVo2c1E.jpg,1638191578
274167394,682,IMG_2365.JPG,1638191588
274167394,684,5.jpg,1638191606
274167394,686,photo_2021-11-12_20-49-13.jpg,1638191620
274167394,688,IMG_1823.JPG,1638191628
274167394,690,IMG_0367.JPG,1638191644
274167394,692,IMG_0006.JPG,1638191663
274167394,694,photo_2021-07-10_00-53-41.jpg,1638191672
274167394,696,ZZc9kVo2c1E.jpg,1638191697
274167394,698,IMG_2250.JPG,1638191699
274167394,700,photo_2021-09-24_19-16-35.jpg,1638191735
274167394,702,IMG_2659.JPG,1638191741
274167394,704,IMG_1576.JPG,1638191752
274167394,706,IMG_1893.JPG,1638191780
274167394,708,IMG_2250.JPG,1638191788
274167394,710,IMG_1951.JPG,1638191794
274167394,712,IMG_2250.JPG,1638191818
274167394,714,IMG_1893.JPG,1638191893
274167394,716,IMG_0620.JPG,1638191895
274167394,719,IMG_0367.JPG,1638191898
274167394,721,IMG_0753.JPG,1638192006
274167394,723,IMG_0620.JPG,1638192010
481807223,730,4IYz3ZdvhsY.jpg,1638707402
481807223,732,IMG_0006.JPG,1638707403
481807223,735,photo_2021-09-24_00-22-41.jpg,1638707431
